path,currentPPN,newPPN
/resources/articles/from-creative-services-to-in-house-agency/thank-you.html,,Workfront
/resources/articles/future-of-digital-learning-survey/thank-you,Captivate Prime,Learning Manager
/resources/articles/google-adwords-integration-optimize-ads-using-marketo-offline-conversion-data/thank-you,,Marketo Engage
/resources/articles/how-to-build-a-business-case-for-an-online-proofing-solution/thank-you,,Workfront
/resources/articles/how-to-manage-compliance-workflows-and-mitigate-risk/thank-you,,Workfront
/resources/articles/how-to-review-proofs-with-workfront-proofing/thank-you,,Workfront
/resources/articles/lead-nurturing/thank-you,,Marketo Engage
/resources/articles/lead-qualification/thank-you,,Marketo Engage
/resources/articles/lead-scoring/thank-you,,Marketo Engage
/resources/articles/learning-and-the-future-of-work/thank-you,Captivate Prime,Learning Manager
/resources/articles/learning-global-crisis/thank-you,Captivate Prime,Learning Manager
/resources/articles/learning-management-system/thank-you.html,,Learning Manager
/resources/articles/loyalty-and-customer-satisfaction/thank-you,Captivate Prime,Learning Manager
/resources/articles/marketing-metrics-and-analytics-cheat-sheet/thank-you,,Marketo Engage
/resources/articles/measure-and-analyzing-work/thank-you,,Workfront
/resources/articles/mobile-learning-right/thank-you,Captivate Prime,Learning Manager
/resources/articles/no-lead-left-behind/thank-you,,Marketo Engage
/resources/articles/personalise-an-lms/thank-you,Captivate Prime,Learning Manager
/resources/articles/quantify-the-roi/thank-you,Captivate Prime,Learning Manager
/resources/articles/reskill-employees-at-scale/thank-you,,Learning Manager
/resources/articles/sales-and-partner-enablement/thank-you,,Learning Manager
/resources/articles/scalable-compliance-training/thank-you,,Learning Manager
/resources/articles/sdk/4-ways-to-a-dynamic-transformation,Experience Cloud,REMOVE
/resources/articles/sdk/5-reasons-why-see-why-adobe-experience-manager-is-the-right-solution-for-your-business,Experience Cloud,REMOVE
/resources/articles/sdk/ask-more-from-your-cms,Experience Cloud,REMOVE
/resources/articles/sdk/busting-common-myths-about-adobe-experience-manager,Experience Cloud,REMOVE
/resources/articles/sdk/jela-an-adobe-licensing-plan-exclusively-for-the-dod,Experience Cloud,REMOVE
/resources/articles/sdk/moving-business-forward-faster-with-high-speed-content,Experience Cloud,Experience Manager Assets
/resources/articles/sdk/protecting-content-beyond-the-perimeter,Experience Cloud,REMOVE
/resources/articles/sdk/signs-its-time-to-upgrade-your-cms,Experience Cloud,Experience Manager Sites
/resources/articles/sdk/the-business-value-of-adobe-experience-manager-assets,Experience Cloud,Experience Manager Assets
/resources/articles/sdk/the-great-dam-renaissance-from-storing-assets-to-building-experiences,Experience Cloud,Experience Manager Assets
/resources/articles/sdk/unlock-the-amazing-possibilities-of-personalization,Experience Cloud,Target
/resources/articles/seo-and-ppc-keywords/thank-you,,Marketo Engage
/resources/articles/social-learning/thank-you,Captivate Prime,Learning Manager
/resources/articles/the-complete-guide-to-planning-creative-projects/thank-you,,Workfront
/resources/articles/the-complete-guide-to-resource-management-for-creative-teams/thank-you,,Workfront
/resources/articles/the-definitive-guide-to-online-proofing/thank-you,,Workfront
/resources/articles/upskilling-and-reskilling-essentials/thank-you,Captivate Prime,Learning Manager
/resources/articles/whitepaper-expanding-content-scope,Experience Manager/Digital Guides,Experience Manager Guides
/resources/articles/whitepaper-expanding-content-scope/thank-you,Experience Manager/Digital Guides,Experience Manager Guides
/resources/articles/whitepaper-scaling-knowledge-management,Experience Manager/Digital Guides,Experience Manager Guides
/resources/articles/whitepaper-scaling-knowledge-management/thank-you,Experience Manager/Digital Guides,Experience Manager Guides
/resources/articles/whitepaper-unified-content-strategy,Experience Manager/Digital Guides,Experience Manager Guides
/resources/articles/whitepaper-unified-content-strategy/thank-you,Experience Manager/Digital Guides,Experience Manager Guides
/resources/b2b-buyer-experience-essentials-part1,Commerce Cloud,Commerce
/resources/b2b-buyer-experience-essentials-part1/thank-you.html,,Commerce
/resources/b2b-buyer-experience-essentials-part2,Commerce Cloud,Commerce
/resources/b2b-buyer-experience-essentials-part2/thank-you.html,,Commerce
/resources/b2b-buyer-experience-essentials-part3,Commerce Cloud,Commerce
/resources/b2b-buyer-experience-essentials-part3/thank-you.html,,Commerce
/resources/b2b-d2c-online-sales,Commerce Cloud,Commerce
/resources/b2b-d2c-online-sales/thank-you.html,,Commerce
/resources/b2b-ecommerce-benchmarking-report,Commerce Cloud,Commerce
/resources/b2b-ecommerce-benchmarking-report/thank-you.html,,Commerce
/resources/b2b-ecommerce-starter-guide,Commerce Cloud,Commerce
/resources/b2b-ecommerce-starter-guide/thank-you.html,,Commerce
/resources/b2b-email-marketing-automation,Commerce Cloud,Commerce
/resources/b2b-email-marketing-automation/thank-you.html,,Commerce
/resources/b2b-playbook-launching-ecommerce,Commerce Cloud,Commerce
/resources/b2b-playbook-launching-ecommerce/thank-you.html,,Commerce
/resources/best-both-markets,Commerce Cloud,Commerce
/resources/best-both-markets/thank-you.html,,Commerce
/resources/better-checkout-experience-guide,Commerce Cloud,Commerce
/resources/better-checkout-experience-guide/thank-you.html,,Commerce
/resources/better-together-microsoft-dynamics-and-adobe-commerce,Commerce Cloud,Commerce
/resources/better-together-microsoft-dynamics-and-adobe-commerce/thank-you.html,,Commerce
/resources/better-way-sell-amazon,Commerce Cloud,Commerce
/resources/better-way-sell-amazon/thank-you.html,,Commerce
/resources/blue-acorn-ici-home-and-hardware-report,Commerce Cloud,Commerce
/resources/blue-acorn-ici-home-and-hardware-report/thank-you.html,,Commerce
/resources/build-better-omnichannel-experience,Experience Cloud,Commerce
/resources/build-better-omnichannel-experience/thank-you.html,,Commerce
/resources/business-value-adobe-commerce-platform,Commerce Cloud,Commerce
/resources/business-value-adobe-commerce-platform/thank-you.html,,Commerce
/resources/changed-for-good,Experience Cloud,REMOVE
/resources/changed-for-good/adobe-can-help,Experience Cloud,REMOVE
/resources/changed-for-good/best-practices,Experience Cloud,REMOVE
/resources/changed-for-good/new-opportunities,Experience Cloud,REMOVE
/resources/changed-for-good/what-is-working,Experience Cloud,REMOVE
/resources/channel-manager,Experience Cloud,Commerce
/resources/channel-manager/thank-you.html,,Commerce
/resources/charting-your-first-amazon-expedition,Commerce Cloud,Commerce
/resources/charting-your-first-amazon-expedition/thank-you.html,,Commerce
/resources/complete-guide-work-management-marketers-game-changing-playbook-way-marketers-work/thank-you.html,,Workfront
/resources/consumer-preferences-report,Commerce Cloud,Commerce
/resources/consumer-preferences-report/thank-you.html,,Commerce
/resources/curated-commerce,Commerce Cloud,Commerce
/resources/curated-commerce/thank-you.html,,Commerce
/resources/customer-experience-management,Experience Manager,REMOVE
/resources/customer-experience-personalization-at-scale,Target,Personalization at Scale
/resources/d2c-formula-b2b-growth,Commerce Cloud,Commerce
/resources/d2c-formula-b2b-growth/thank-you.html,,Commerce
/resources/d2c-next-growth-wave-food-beverage-brands,Commerce Cloud,Commerce
/resources/d2c-next-growth-wave-food-beverage-brands/thank-you.html,,Commerce
/resources/debunk-myth-customers-only-care-about-price,Commerce Cloud,Commerce
/resources/debunk-myth-customers-only-care-about-price/thank-you.html,,Commerce
/resources/debunk-myth-data-should-inform-every-business-decision,Commerce Cloud,Commerce
/resources/debunk-myth-data-should-inform-every-business-decision/thank-you.html,,Commerce
/resources/debunk-myth-email-dead,Commerce Cloud,Commerce
/resources/debunk-myth-email-dead/thank-you.html,,Commerce
/resources/deep-dive-headless-commerce,Commerce Cloud,Commerce
/resources/deep-dive-headless-commerce/thank-you.html,,Commerce
/resources/definitive-ecommerce-catalog,Commerce Cloud,Commerce
/resources/definitive-ecommerce-catalog/thank-you.html,,Commerce
/resources/delivering-ultimate-omnichannel-retail-experience,Commerce Cloud,Commerce
/resources/delivering-ultimate-omnichannel-retail-experience/thank-you.html,,Commerce
/resources/demo/adobe-learning-manager-lms/thank-you.html,,Learning Manager
/resources/demo/adobe-learning-manager-make-it-memorable/thank-you.html,,Learning Manager
/resources/demo/aemshowcase,Experience Cloud,Experience Manager Sites
/resources/demo/aem-sites,Experience Cloud,Experience Manager Sites
/resources/demo/aem-sites/thank-you.html,,Experience Manager Sites
/resources/demo/commerce,Experience Cloud,Commerce
/resources/demo/commerce/thank-you.html,,Commerce
/resources/demo/commerce-personalization,Experience Cloud,Commerce
/resources/demo/commerce-personalization/thank-you.html,,Commerce
/resources/demo/customer-journey-analytics,Experience Cloud,Customer Journey Analytics
/resources/demo/customer-journey-analytics/thank-you.html,,Customer Journey Analytics
/resources/demo/enterprise-asset-lifecycle-demo,Experience Cloud,REMOVE
/resources/demo/enterprise-asset-lifecycle-demo/thank-you.html,,REMOVE
/resources/demo/experience-adobe-commerce-b2b-and-b2c-platform-demo,Experience Cloud,Commerce
/resources/demo/experience-adobe-commerce-b2b-and-b2c-platform-demo/thank-you.html,,Commerce
/resources/demo/marketo,Experience Cloud,Marketo Engage
/resources/demo/marketo/thank-you.html,,Marketo Engage
/resources/demo/rtcdp,Experience Cloud,Real-Time CDP
/resources/demo/rtcdp/thank-you.html,,Real-Time CDP
/resources/demo/workfront,Experience Cloud,Workfront
/resources/demo/workfront/thank-you.html,,Workfront
/resources/design-tailor-made-commerce-experience,Commerce Cloud,Commerce
/resources/design-tailor-made-commerce-experience/thank-you.html,,Commerce
/resources/digital-commerce-maturity-leaders-deliver-revenue-growth,Commerce Cloud,Commerce
/resources/digital-commerce-maturity-leaders-deliver-revenue-growth/thank-you.html,,Commerce
/resources/digital-price-index,Experience Cloud,REMOVE
/resources/digital-transformation-imperative,Commerce Cloud,Commerce
/resources/digital-transformation-imperative/thank-you.html,,Commerce
/resources/digital-trends-content-management-report,Experience Manager,REMOVE
/resources/digital-trends-data-and-insights-report,Experience Cloud,REMOVE
/resources/digital-trends-journey-management-report,Experience Cloud,REMOVE
/resources/digital-trends-report,Experience Cloud,REMOVE
/resources/digital-trends-work-management-report,Experience Cloud,REMOVE
/resources/dos-and-donts-awesome-mobile-experience,Commerce Cloud,Commerce
/resources/dos-and-donts-awesome-mobile-experience/thank-you.html,,Commerce
/resources/drive-qualified-traffic-your-site-through-seo,Commerce Cloud,Commerce
/resources/drive-qualified-traffic-your-site-through-seo/thank-you.html,,Commerce
/resources/drop-shipping-tax-rules-guide,Commerce Cloud,Commerce
/resources/drop-shipping-tax-rules-guide/thank-you.html,,Commerce
/resources/ebooks/10-marketing-predictions-for-a-new-decade/thank-you.html,,Marketo Engage
/resources/ebooks/10-reasons-to-consider-marketing-automation/thank-you.html,,Marketo Engage
/resources/ebooks/3-strategies-to-plan-successful-marketing-projects/thank-you.html,,Workfront
/resources/ebooks/3-types-of-silos/thank-you.html,,Workfront
/resources/ebooks/5-ai-powered-strategies-for-ecommerce-personalization/thank-you.html,,Commerce
/resources/ebooks/5-ways-the-pmo-can-drive-digital-transformation/thank-you.html,,Workfront
/resources/ebooks/5-ways-to-streamline-and-personalize-your-nonlinear-buyers-journey/thank-you.html,,Marketo Engage
/resources/ebooks/6-challenges-agencies-face-and-how-we-can-help-solve-them/thank-you.html,,Workfront
/resources/ebooks/6-strategies-for-delivering-connected-and-personalized-customer-experiences,Experience Cloud,REMOVE
/resources/ebooks/6-strategies-for-delivering-connected-and-personalized-customer-experiences/thank-you.html,,REMOVE
/resources/ebooks/7-marketing-project-management-challenges-and-the-keys-to-solving-them/thank-you.html,,Workfront
/resources/ebooks/a-beginners-guide-to-personalized-product-recommendations,Experience Cloud,Commerce
/resources/ebooks/a-beginners-guide-to-personalized-product-recommendations/thank-you.html,,Commerce
/resources/ebooks/a-better-approach-to-resource-scheduling/thank-you.html,,Workfront
/resources/ebooks/achieving-success-in-the-age-of-the-digital-consumer,Experience Cloud,REMOVE
/resources/ebooks/achieving-success-in-the-age-of-the-digital-consumer/thank-you,Experience Cloud,REMOVE
/resources/ebooks/agile-marketing-cheat-sheet/thank-you.html,,Workfront
/resources/ebooks/all-about-the-pricing-and-buying-of-digital-ads/thank-you.html,,Marketo Engage
/resources/ebooks/all-your-work-all-your-people-one-powerful-solution,Experience Cloud,Workfront
/resources/ebooks/all-your-work-all-your-people-one-powerful-solution/thank-you.html,,Workfront
/resources/ebooks/anatomy-of-a-rebrand/thank-you.html,,Workfront
/resources/ebooks/b2b-marketing-attribution/thank-you.html,,Marketo Engage
/resources/ebooks/behind-the-scenes-with-the-adobe-field-marketing-team/thank-you.html,,Marketo Engage
/resources/ebooks/best-practices-for-digital-display-ads/thank-you.html,,Marketo Engage
/resources/ebooks/bringing-efficiency-creative-process/thank-you.html,,Workfront
/resources/ebooks/bringing-order-marketing-operations-processes/thank-you.html,,Workfront
/resources/ebooks/building-better-experiences,Experience Cloud,Commerce
/resources/ebooks/building-better-experiences/thank-you.html,,Commerce
/resources/ebooks/building-consumer-trust-with-data-governance,Experience Cloud,REMOVE
/resources/ebooks/building-consumer-trust-with-data-governance/thank-you.html,,REMOVE
/resources/ebooks/building-the-future-of-ecommerce,Experience Cloud,Commerce
/resources/ebooks/building-the-future-of-ecommerce/thank-you.html,,Commerce
/resources/ebooks/checklist-everything-you-need-to-know-about-ai-within-marketo-engage,Experience Cloud,Marketo Engage
/resources/ebooks/checklist-everything-you-need-to-know-about-ai-within-marketo-engage/thank-you.html,,Marketo Engage
/resources/ebooks/common-features-in-marketing-automation/thank-you.html,,Marketo Engage
/resources/ebooks/content-marketing-for-lead-generation/thank-you.html,,Marketo Engage
/resources/ebooks/conversations-not-campaigns/thank-you.html,,Marketo Engage
/resources/ebooks/creating-a-differentiated-customer-experience-with-data-and-analytics,Experience Cloud,Customer Journey Analytics
/resources/ebooks/creating-a-differentiated-customer-experience-with-data-and-analytics/thank-you.html,,Customer Journey Analytics
/resources/ebooks/definitive-guide-to-lead-nurturing,Experience Cloud,Marketo Engage
/resources/ebooks/definitive-guide-to-lead-nurturing/thank-you.html,,Marketo Engage
/resources/ebooks/deliver-experience-led-commerce-journey,Experience Cloud,Commerce
/resources/ebooks/deliver-experience-led-commerce-journey/thank-you.html,,Commerce
/resources/ebooks/demystifying-omnichannel-analytics,Experience Cloud,Customer Journey Analytics
/resources/ebooks/demystifying-omnichannel-analytics/thank-you.html,,Customer Journey Analytics
/resources/ebooks/developing-a-social-media-calendar/thank-you.html,,Marketo Engage
/resources/ebooks/digital-marketing-101-key-tools-for-engagement-marketing/thank-you.html,,Marketo Engage
/resources/ebooks/direct-to-consumer-growth-without-the-growing-pains,Experience Cloud,Commerce
/resources/ebooks/direct-to-consumer-growth-without-the-growing-pains/thank-you,Experience Cloud,Commerce
/resources/ebooks/driving-conversions-through-sophisticated-personalization,Experience Cloud,Commerce
/resources/ebooks/driving-conversions-through-sophisticated-personalization/thank-you.html,,Commerce
/resources/ebooks/dt23-take-action-plan-now-for-a-brighter-personalization-future,Experience Cloud,Real-Time CDP
/resources/ebooks/dt23-take-action-plan-now-for-a-brighter-personalization-future/thank-you.html,,Real-Time CDP
/resources/ebooks/elements-of-engagement-marketing/thank-you.html,,Marketo Engage
/resources/ebooks/embrace-a-data-strategy-your-customers-can-trust,Experience Cloud,REMOVE
/resources/ebooks/embrace-a-data-strategy-your-customers-can-trust/thank-you.html,,REMOVE
/resources/ebooks/embrace-digital-experiences-to-drive-cpg-growth,Experience Cloud,REMOVE
/resources/ebooks/embrace-digital-experiences-to-drive-cpg-growth/thank-you.html,,REMOVE
/resources/ebooks/every-moment-counts,Experience Cloud,REMOVE
/resources/ebooks/every-moment-counts/thank-you.html,,REMOVE
/resources/ebooks/fast-track-your-move-adobe-commerce,Experience Cloud,Commerce
/resources/ebooks/fast-track-your-move-adobe-commerce/thank-you.html,,Commerce
/resources/ebooks/get-started-with-b2b-ecommerce-marketplaces,Commerce Cloud,Commerce
/resources/ebooks/get-started-with-b2b-ecommerce-marketplaces/thank-you.html,,Commerce
/resources/ebooks/give-your-consumers-the-omni-channel-experience/thank-you.html,,Marketo Engage
/resources/ebooks/going-bigger-with-ai-and-marketo-engage/thank-you.html,,Marketo Engage
/resources/ebooks/good-the-better-the-best-content-and-commerce-strategies,Experience Cloud,Commerce
/resources/ebooks/good-the-better-the-best-content-and-commerce-strategies/thank-you.html,,Commerce
/resources/ebooks/growth-checklist-do-more-with-multichannel-sales,Commerce Cloud,Commerce
/resources/ebooks/growth-checklist-do-more-with-multichannel-sales/thank-you.html,,Commerce
/resources/ebooks/headless-commerce-primer-for-the-enterprise,Experience Cloud,Commerce
/resources/ebooks/headless-commerce-primer-for-the-enterprise/thank-you.html,,Commerce
/resources/ebooks/how-adobe-commerce-helps-it-do-more-and-better,Experience Cloud,Commerce
/resources/ebooks/how-adobe-commerce-helps-it-do-more-and-better/thank-you.html,,Commerce
/resources/ebooks/how-ecommerce-grows-revenue-in-high-tech,Experience Cloud,Commerce
/resources/ebooks/how-ecommerce-grows-revenue-in-high-tech/thank-you.html,,Commerce
/resources/ebooks/how-ecommerce-grows-revenue-in-manufacturing,Experience Cloud,Commerce
/resources/ebooks/how-ecommerce-grows-revenue-in-manufacturing/thank-you.html,,Commerce
/resources/ebooks/how-ecommerce-grows-revenue-in-retail,Experience Cloud,Commerce
/resources/ebooks/how-ecommerce-grows-revenue-in-retail/thank-you.html,,Commerce
/resources/ebooks/how-modern-marketers-manage-digital-work-processes/thank-you.html,,Workfront
/resources/ebooks/how-to-become-an-agile-agency/thank-you.html,,Workfront
/resources/ebooks/how-to-create-a-lead-nurturing-strategy/thank-you.html,,Marketo Engage
/resources/ebooks/how-to-define-a-lead/thank-you.html,,Marketo Engage
/resources/ebooks/how-to-design-your-emails/thank-you.html,,Marketo Engage
/resources/ebooks/how-to-document-your-content-marketing-workflow/thank-you.html,,Workfront
/resources/ebooks/how-to-find-the-just-right-marketing-automation-solution/thank-you.html,,Marketo Engage
/resources/ebooks/how-to-run-enterprise-cpg-like-a-startup/thank-you.html,,Workfront
/resources/ebooks/how-to-select-the-right-enrollment-and-forms-management-solution-for-your-agency,Experience Cloud,Experience Manager Forms
/resources/ebooks/how-to-select-the-right-enrollment-and-forms-management-solution-for-your-agency/thank-you.html,,Experience Manager Forms
/resources/ebooks/how-to-use-video-content-and-marketing-automation-to-better-engage-qualify-and-convert-your-buyers/thank-you.html,,Marketo Engage
/resources/ebooks/idc-business-value-adobe-commerce,Experience Cloud,Commerce
/resources/ebooks/idc-business-value-adobe-commerce/thank-you.html,,Commerce
/resources/ebooks/impact-of-learning-on-business-growth,Captivate Prime,Learning Manager
/resources/ebooks/impact-of-learning-on-business-growth/thank-you,Captivate Prime,Learning Manager
/resources/ebooks/introductory-guide-to-marketo-advanced-report-builder/thank-you.html,,Marketo Engage
/resources/ebooks/jumpstart-your-account-based-marketing/thank-you.html,,Marketo Engage
/resources/ebooks/laying-technical-foundation-for-a-modern-storefront,Experience Cloud,Commerce
/resources/ebooks/laying-technical-foundation-for-a-modern-storefront/thank-you.html,,Commerce
/resources/ebooks/learn-from-9-infamous-project-failures/thank-you.html,,Workfront
/resources/ebooks/leveraging-psychology-in-digital-marketing/thank-you.html,,Marketo Engage
/resources/ebooks/marketing-experiments-in-an-age-of-accountability/thank-you.html,,Marketo Engage
/resources/ebooks/measuring-marketing-performance/thank-you.html,,Marketo Engage
/resources/ebooks/moving-to-marketo-accelerate-your-roi-with-a-seamless-migration/thank-you.html,,Marketo Engage
/resources/ebooks/must-haves-for-your-next-ecommerce-platform,Experience Cloud,Commerce
/resources/ebooks/must-haves-for-your-next-ecommerce-platform/thank-you.html,,Commerce
/resources/ebooks/opportunity-is-calling-answer-it-with-content,Experience Cloud,Experience Manager Sites
/resources/ebooks/opportunity-is-calling-answer-it-with-content/thank-you.html,,Experience Manager Sites
/resources/ebooks/picture-perfect-customer-profiles,Experience Cloud,Real-Time CDP
/resources/ebooks/picture-perfect-customer-profiles/thank-you.html,,Real-Time CDP
/resources/ebooks/power-up-your-customer-experience-with-marketo-engage,Experience Cloud,Marketo Engage
/resources/ebooks/power-up-your-customer-experience-with-marketo-engage/thank-you.html,,Marketo Engage
/resources/ebooks/proving-marketings-impact-on-revenue/thank-you.html,,Marketo Engage
/resources/ebooks/proving-the-impact-of-marketing-on-revenue,Experience Cloud,Marketo Engage
/resources/ebooks/proving-the-impact-of-marketing-on-revenue/thank-you.html,,Marketo Engage
/resources/ebooks/resonate-with-your-audience,Experience Cloud,Customer Journey Analytics
/resources/ebooks/resonate-with-your-audience/thank-you.html,,Customer Journey Analytics
/resources/ebooks/retailers-personalization-real-time-experiences,Experience Cloud,Real-Time CDP
/resources/ebooks/retailers-personalization-real-time-experiences/thank-you.html,,Real-Time CDP
/resources/ebooks/sales-playbook-essentials-in-brief/thank-you.html,,Marketo Engage
/resources/ebooks/sdk/adobe-exp-essentials-mastering-complex-buyer-journey,Experience Cloud,Marketo Engage
/resources/ebooks/sdk/adobe-making-metrics-matter,Experience Cloud,Marketo Engage
/resources/ebooks/sdk/aem-forms-psychology-of-onboarding,Experience Cloud,Experience Manager Forms
/resources/ebooks/sdk/content-for-every-moment-essentials,Experience Cloud,REMOVE
/resources/ebooks/sdk/delivering-government-solutions-in-the-21st-century,Experience Cloud,REMOVE
/resources/ebooks/sdk/digital-forms-maturity-model,Experience Cloud,Experience Manager Forms
/resources/ebooks/sdk/foundation-for-success,Experience Cloud,REMOVE
/resources/ebooks/sdk/healthcare-always-personal-now-digital,Experience Cloud,REMOVE
/resources/ebooks/sdk/jumpstart-revenue-with-alignment,Experience Cloud,Marketo Engage
/resources/ebooks/sdk/new-language-of-healthcare,Experience Cloud,REMOVE
/resources/ebooks/sdk/personalization-at-scale-wp,Experience Cloud,Personalization at Scale
/resources/ebooks/sdk/power-up-your-customer-experience-with-marketo-engage,Experience Cloud,Marketo Engage
/resources/ebooks/sdk/six-brands-share-dam-best-practices,Experience Cloud,Experience Manager Assets
/resources/ebooks/sdk/when-moments-matter-update,Experience Cloud,REMOVE
/resources/ebooks/seven-secrets-to-a-successful-ecommerce-migration,Experience Cloud,Commerce
/resources/ebooks/seven-secrets-to-a-successful-ecommerce-migration/thank-you.html,,Commerce
/resources/ebooks/shift-personalization-into-overdrive,Experience Cloud,REMOVE
/resources/ebooks/shift-personalization-into-overdrive/thank-you,,REMOVE
/resources/ebooks/solving-7-marketing-project-management-challenges/thank-you.html,,Workfront
/resources/ebooks/spend-less-time-on-payment-integrations,Experience Cloud,Commerce
/resources/ebooks/spend-less-time-on-payment-integrations/thank-you.html,,Commerce
/resources/ebooks/supercharge-your-content-updates-with-page-builder,Experience Cloud,Commerce
/resources/ebooks/supercharge-your-content-updates-with-page-builder/thank-you.html,,Commerce
/resources/ebooks/take-the-first-step-toward-direct-selling,Experience Cloud,Commerce
/resources/ebooks/take-the-first-step-toward-direct-selling/thank-you.html,,Commerce
/resources/ebooks/technology-trio-for-better-faster-content,Experience Cloud,Workfront
/resources/ebooks/technology-trio-for-better-faster-content/thank-you.html,,Workfront
/resources/ebooks/ten-strategies-for-creating-personalized-high-converting-commerce-experiences-with-adobe-and-aws,Experience Cloud,Commerce
/resources/ebooks/ten-strategies-for-creating-personalized-high-converting-commerce-experiences-with-adobe-and-aws/thank-you.html,,Commerce
/resources/ebooks/the-best-of-both-markets,Experience Cloud,Commerce
/resources/ebooks/the-best-of-both-markets/thank-you.html,,Commerce
/resources/ebooks/the-cmos-guide-to-b2b-marketing-attribution/thank-you.html,,Marketo Engage
/resources/ebooks/the-complete-guide-to-agile-marketing/thank-you.html,,Workfront
/resources/ebooks/the-essential-five-top-reports-that-every-consumer-marketer-needs,Experience Cloud,Marketo Engage
/resources/ebooks/the-essential-five-top-reports-that-every-consumer-marketer-needs/thank-you,Experience Cloud,Marketo Engage
/resources/ebooks/the-future-of-the-learning-experience/thank-you,Captivate Prime,Learning Manager
/resources/ebooks/the-hidden-cost-of-doing-nothing/thank-you.html,,Marketo Engage
/resources/ebooks/the-inbound-marketers-guide-to-seo-and-ppc/thank-you.html,,Marketo Engage
/resources/ebooks/the-new-metrics-for-email-marketing/thank-you.html,,Marketo Engage
/resources/ebooks/the-power-of-ab-testing,Experience Cloud,Marketo Engage
/resources/ebooks/the-power-of-ab-testing/thank-you.html,,Marketo Engage
/resources/ebooks/the-truth-about-total-cost-of-ownership,Experience Cloud,Commerce
/resources/ebooks/the-truth-about-total-cost-of-ownership/thank-you.html,,Commerce
/resources/ebooks/three-pillars-of-cx-success,Experience Cloud,Commerce
/resources/ebooks/three-pillars-of-cx-success/thank-you.html,,Commerce
/resources/ebooks/time-to-change-channels-and-your-cross-channel-strategy/thank-you.html,,Marketo Engage
/resources/ebooks/types-of-digital-ads-ppc-search-display-and-social/thank-you.html,,Marketo Engage
/resources/ebooks/types-of-digital-ad-technology/thank-you.html,,Marketo Engage
/resources/ebooks/unnerving-cost-it-project-management/thank-you.html,,Workfront
/resources/ebooks/website-and-seo-for-lead-generation/thank-you.html,,Marketo Engage
/resources/ebooks/what-is-marketing-automation/thank-you.html,,Marketo Engage
/resources/ebooks/what-you-need-to-review-and-approve-digital-work/thank-you.html,,Workfront
/resources/ebooks/why-digital-sellers-are-choosing-growth,Experience Cloud,Commerce
/resources/ebooks/why-digital-sellers-are-choosing-growth/thank-you.html,,Commerce
/resources/ebooks/winning-playbook-for-experience-personalization-refresh-ebook,Experience Cloud,REMOVE
/resources/ebooks/winning-playbook-for-experience-personalization-refresh-ebook/thank-you.html,,REMOVE
/resources/ecommerce-erp-better-together,Experience Cloud,Commerce
/resources/ecommerce-erp-better-together/thank-you.html,,Commerce
/resources/ecommerce-guide-connecting-digital-consumers-home-decor-ecommerce,Commerce Cloud,Commerce
/resources/ecommerce-guide-connecting-digital-consumers-home-decor-ecommerce/thank-you.html,,Commerce
/resources/ecommerce-shopping-trends-south-africa,Commerce Cloud,Commerce
/resources/ecommerce-shopping-trends-south-africa/thank-you.html,,Commerce
/resources/editing-pwa-studio-content-page-builder,Commerce Cloud,Commerce
/resources/embracing-cross-border-commerce-learn-how-these-businesses-did-it,Commerce Cloud,Commerce
/resources/embracing-cross-border-commerce-learn-how-these-businesses-did-it/thank-you.html,,Commerce
/resources/embracing-value-direct-consumer-commerce,Commerce Cloud,Commerce
/resources/embracing-value-direct-consumer-commerce/thank-you.html,,Commerce
/resources/engaging-fan-experiences,Multi-product,REMOVE
/resources/estimate-roi-switching-adobe-commerce,Commerce Cloud,Commerce
/resources/estimate-roi-switching-adobe-commerce/thank-you.html,,Commerce
/resources/event-sessions/accelerate-recruiting-hiring-onboarding,Experience Cloud,REMOVE
/resources/event-sessions/accelerate-recruiting-hiring-onboarding/thank-you.html,,REMOVE
/resources/event-sessions/break-down-silos-to-empower-productivity,Experience Cloud,REMOVE
/resources/event-sessions/break-down-silos-to-empower-productivity/thank-you.html,,REMOVE
/resources/event-sessions/build-trust-with-modernized-digital-communications,Experience Cloud,REMOVE
/resources/event-sessions/build-trust-with-modernized-digital-communications/thank-you.html,,REMOVE
/resources/event-sessions/closing-keynote-at-the-2023-adobe-government-forum,Experience Cloud,REMOVE
/resources/event-sessions/closing-keynote-at-the-2023-adobe-government-forum/thank-you.html,,REMOVE
/resources/event-sessions/data-beyond-the-basics-of-digital-government,Experience Cloud,REMOVE
/resources/event-sessions/data-beyond-the-basics-of-digital-government/thank-you.html,,REMOVE
/resources/event-sessions/digital-experience-is-key-to-federal-innovation,Experience Cloud,REMOVE
/resources/event-sessions/digital-experience-is-key-to-federal-innovation/thank-you.html,,REMOVE
/resources/event-sessions/digital-front-door-to-government-services,Experience Cloud,REMOVE
/resources/event-sessions/digital-front-door-to-government-services/thank-you.html,,REMOVE
/resources/event-sessions/empower-and-connect-the-hybrid-workforce,Experience Cloud,REMOVE
/resources/event-sessions/empower-and-connect-the-hybrid-workforce/thank-you.html,,REMOVE
/resources/event-sessions/empower-creativity-innovation-in-digital-experiences,Experience Cloud,REMOVE
/resources/event-sessions/empower-creativity-innovation-in-digital-experiences/thank-you.html,,REMOVE
